g2_n_id,att1,att2,att3,att4,att5,att6,att7,att8
97803,1,4,2,1,3,5,3,3
75055,5,4,4,5,5,2,1,1
88409,5,2,5,4,2,5,1,1
96753,5,2,1,3,2,4,1,4
101744,2,2,2,1,1,5,3,1
85568,3,4,4,1,4,3,2,4
80597,1,1,4,5,5,5,1,5
94691,5,1,1,2,2,2,1,3
89019,5,2,5,1,3,2,4,3
85110,4,1,4,4,1,5,4,1
101055,5,1,4,1,1,2,3,4
67610,2,3,2,4,4,5,3,4
79797,5,2,4,5,4,2,4,3
91034,5,2,3,1,3,5,1,4
113192,5,5,5,1,2,5,4,4
83989,5,2,2,1,5,1,1,2
94303,2,4,3,1,4,5,1,1
105959,2,2,1,4,5,3,3,5
93219,5,5,1,3,4,3,5,1
88837,1,5,4,4,4,3,5,3
100002,5,2,4,4,2,1,5,4
108431,2,4,2,5,3,5,4,2
104549,3,1,3,4,3,1,1,3
93486,5,1,4,1,4,4,1,5
68263,3,3,3,4,3,4,3,3
61913,2,3,1,5,4,2,2,3
102346,4,1,3,1,4,4,2,3
79616,2,3,5,2,2,4,2,1
87088,5,3,4,5,2,5,3,2
93028,5,2,1,2,2,3,3,3
96425,3,5,1,3,1,3,3,4
70015,1,4,5,3,5,2,5,1
69617,2,5,3,4,5,2,1,3
106846,4,3,1,3,5,5,2,3
89873,5,5,2,3,4,2,4,4
79632,1,4,2,4,4,4,4,3
103120,3,4,5,3,1,5,1,3
85991,5,2,1,1,1,2,4,2
107604,5,4,1,2,4,2,5,2
85479,5,1,2,3,1,1,4,1
90968,5,4,1,1,3,5,3,3
105957,4,3,3,2,1,3,1,4
93374,4,3,1,1,3,2,2,3
83870,2,1,4,5,5,4,4,4
96434,2,1,4,4,4,2,2,4
68782,3,3,4,3,5,4,2,3
76101,1,5,4,5,5,4,3,4
109391,5,5,2,4,3,1,5,5
93977,5,4,1,2,4,4,2,3
80297,2,3,5,4,5,5,2,4
112976,3,1,4,5,1,1,3,5
96732,3,1,2,3,4,4,5,4
78579,3,3,5,1,3,3,4,3
110858,5,5,3,1,5,4,1,3
114584,5,1,2,3,2,2,3,1
64090,1,1,2,5,3,2,5,2
59488,5,1,3,1,4,3,5,3
64528,5,4,5,5,5,1,5,5
84374,4,5,2,2,3,2,1,3
66116,4,1,2,3,2,4,4,3
96404,2,2,3,2,4,2,5,4
90585,1,5,5,4,1,5,2,2
105851,1,3,1,4,5,5,4,2
102943,4,2,2,3,1,2,1,5
63488,4,1,3,5,4,2,5,3
108769,4,3,4,5,2,2,2,5
66090,4,5,3,3,2,3,2,3
64084,4,5,5,2,5,1,4,5
115566,1,5,4,2,4,3,1,4
110003,1,1,1,2,2,1,1,1
78077,1,3,3,5,1,4,5,5
87023,5,4,5,2,3,4,4,2
104051,4,3,1,4,2,5,2,2
90803,4,4,3,5,3,4,1,4
112928,5,5,5,5,4,3,3,3
76359,5,5,3,3,2,4,3,3
63384,5,1,2,4,3,5,2,4
67925,1,1,2,2,1,1,4,3
102121,4,2,2,1,2,3,2,4
99207,4,4,4,4,1,3,2,4
104847,3,1,1,2,4,3,2,5
61534,2,4,1,3,4,5,1,2
112791,5,5,1,2,3,1,2,4
84845,1,2,3,3,3,1,1,5
105777,1,3,5,4,4,2,3,1
104733,3,4,2,1,3,4,4,4
102194,5,3,4,1,2,3,5,4
65563,2,2,2,4,4,3,3,4
58542,2,3,2,2,4,2,1,5
64951,2,2,1,5,3,4,2,1
71800,5,1,4,2,3,3,1,5
67764,3,4,5,1,5,1,3,3
84632,5,4,5,4,5,1,3,5
80931,4,4,3,4,1,4,4,5
92517,2,4,3,1,3,1,1,5
109790,5,2,1,1,2,2,1,3
110880,1,3,1,1,2,3,3,4
86001,4,2,1,1,1,1,5,3
112280,4,5,2,5,2,1,4,5
113785,2,3,5,1,1,5,2,1
89644,5,2,3,2,1,5,2,5
75023,2,5,1,2,3,1,1,4
81199,3,5,2,1,4,1,2,2
84902,4,5,5,1,3,3,3,3
95044,5,5,1,1,4,5,2,4
93223,5,5,1,4,3,3,2,5
83127,3,3,3,3,4,5,2,3
82407,2,3,4,3,3,5,2,5
100500,2,3,2,2,2,4,5,5
59593,1,4,2,5,1,2,4,5
80091,3,3,4,5,3,2,4,4
90671,2,2,2,4,3,5,5,3
99532,4,5,4,3,4,2,2,2
71569,3,2,4,4,3,3,5,1
90359,2,5,2,1,3,2,5,4
60825,3,2,5,5,5,5,5,5
109675,3,2,4,2,3,4,5,5
95114,3,2,4,3,3,4,3,1
61580,1,5,5,2,4,1,5,5
114806,1,1,4,5,4,5,3,2
69920,2,4,4,3,2,2,3,2
95268,1,5,1,1,5,4,3,3
76146,2,3,4,4,3,5,2,5
83414,3,5,1,3,2,1,5,1
107900,5,3,4,2,3,1,3,1
100178,5,1,5,1,2,2,2,3
61453,3,4,3,2,2,5,2,5
109527,4,4,3,2,3,5,5,1
100408,3,3,4,5,3,2,5,2
80474,2,3,1,1,5,4,4,1
109702,4,5,2,3,5,3,2,3
65439,1,3,2,5,4,2,4,5
80663,2,2,3,5,3,1,2,2
75233,1,3,5,4,4,3,4,1
113929,4,4,5,5,3,2,5,3
77099,5,3,5,5,2,1,4,3
81322,2,2,1,5,2,4,4,5
89230,1,5,1,2,3,3,4,5
77255,3,1,3,4,3,2,2,4
84624,4,2,1,1,3,5,5,4
97258,3,3,3,1,2,4,1,2
59636,4,2,1,3,3,5,2,5
60912,5,2,4,5,5,5,2,1
87280,2,2,2,5,3,3,1,3
96092,2,2,3,5,1,5,3,1
67195,1,2,4,3,4,2,3,2
79411,3,1,2,5,3,2,1,5
87363,4,5,1,4,5,5,3,3
82534,4,5,1,4,4,4,2,3
74891,1,2,2,1,4,1,4,3
72785,4,1,4,5,3,2,3,1
107115,5,2,1,2,1,3,4,4
77067,3,4,4,4,5,4,3,4
65577,1,2,5,5,2,4,4,4
77528,4,1,3,4,1,4,3,4
69732,1,4,1,3,4,4,5,4
82003,1,1,3,2,2,1,2,4
71421,1,2,4,3,1,2,2,5
113714,1,2,1,1,4,4,1,3
95695,5,2,5,2,2,4,4,4
69906,1,2,5,1,5,5,5,1
111389,2,1,1,2,1,1,3,1
112182,5,1,4,4,1,5,1,1
104043,2,4,4,2,2,2,4,3
92654,2,4,4,5,1,2,1,2
90441,4,3,5,1,5,1,5,4
103532,4,4,4,3,2,1,2,2
92054,2,5,3,1,3,1,1,4
64113,5,5,4,4,5,2,5,2
109432,4,2,4,4,4,2,2,1
75085,5,2,5,4,2,3,2,2
62651,3,5,1,4,5,4,1,1
103016,2,1,2,1,5,2,1,2
59856,2,4,2,4,3,2,3,3
102175,4,1,1,2,2,3,1,1
82208,4,4,2,2,4,4,4,1
92117,4,5,2,2,2,3,4,2
113715,4,4,2,3,2,4,2,2
95050,4,3,2,5,2,1,4,4
87425,2,3,5,3,3,2,5,1
80883,3,2,5,3,1,4,4,4
83690,5,4,1,1,3,1,3,2
75700,5,5,1,4,2,5,1,5
99830,4,1,1,1,4,4,3,5
66411,1,2,5,2,4,3,2,2
111246,1,4,3,2,5,5,2,5
73414,5,1,4,2,1,2,5,5
95896,5,3,3,3,1,3,5,5
100223,4,2,2,5,5,4,5,3
75465,5,4,1,1,2,3,4,1
68839,3,3,4,3,1,5,1,4
114811,5,5,3,4,1,5,4,3
73133,4,2,1,4,2,4,4,5
66033,2,1,4,4,1,2,5,4
66121,4,5,1,3,4,2,5,1
107836,3,4,5,4,5,2,2,4
63531,3,2,3,1,3,4,1,5
89055,1,3,2,1,3,2,4,5
96252,2,2,4,4,4,4,4,4
77691,4,5,4,1,1,3,1,2
75118,4,5,2,5,1,1,2,5
102697,3,4,4,1,5,5,4,2
81892,1,1,2,5,1,1,5,5
64902,4,4,4,1,3,3,5,3
58184,4,3,5,3,1,5,2,3
66425,2,5,1,1,1,3,3,3
95413,3,3,3,1,4,3,4,1
111799,3,5,1,1,5,2,5,4
84980,3,4,2,4,2,4,4,4
63898,3,3,1,4,2,5,3,3
62390,4,4,2,1,4,4,5,4
103993,5,1,3,2,2,2,4,1
65717,1,4,2,1,3,3,1,5
110998,5,2,3,3,2,4,5,1
111724,3,1,2,5,5,1,2,3
111889,1,3,5,4,4,3,3,3
77069,5,2,2,5,3,3,5,5
71000,5,3,1,4,3,1,2,2
103291,3,5,5,5,5,2,5,3
84361,2,2,3,2,3,1,5,2
95754,4,2,4,2,1,3,4,5
58199,2,5,5,4,2,4,4,1
109499,4,3,5,5,5,3,2,3
79745,5,1,2,1,2,5,4,3
59421,2,1,3,4,2,2,2,1
91579,4,4,2,2,4,5,3,5
79617,2,3,1,5,5,5,4,3
82639,1,5,4,5,3,5,5,4
86990,3,1,5,5,4,1,5,3
114680,4,5,4,1,3,2,4,1
90310,4,4,1,2,3,4,2,5
100639,5,2,3,4,1,5,1,4
88051,2,4,3,4,4,5,5,2
82786,5,5,2,3,2,5,3,2
114876,5,3,5,4,4,4,3,4
92034,4,2,1,3,2,5,4,5
78515,4,1,2,1,1,4,5,3
63292,3,2,3,4,5,1,5,2
87816,4,1,1,1,1,3,4,1
66633,3,4,2,4,1,4,4,5
95161,1,3,4,5,2,2,5,3
109653,2,5,4,3,5,5,1,3
112250,2,2,3,5,4,5,5,2
90775,3,1,5,5,2,1,2,2
88341,1,5,4,5,5,3,1,4
63352,3,4,3,5,5,3,2,3
93106,5,4,2,2,2,1,1,4
73221,4,4,5,3,3,5,4,1
79067,4,4,4,2,3,1,2,4
97679,4,3,3,4,4,4,4,1
62712,5,2,3,4,5,4,1,5
93723,4,4,3,3,5,3,2,2
104838,3,3,4,3,5,1,5,5
79845,1,5,3,3,2,4,4,4
59181,1,5,2,3,2,2,5,5
70983,4,2,4,2,1,1,1,4
72969,3,5,2,2,2,1,1,1
71752,5,1,2,3,3,5,5,4
78215,4,1,2,1,2,5,1,4
67851,5,5,2,1,4,4,1,2
60692,1,1,5,2,1,3,4,3
80782,5,3,4,4,5,4,5,5
113034,4,5,2,5,1,1,5,1
92430,1,1,2,1,4,1,2,5
91779,5,1,2,4,3,2,2,1
67864,2,4,1,3,5,2,1,2
107824,4,3,4,4,5,1,2,2
69383,5,2,3,4,4,1,2,2
98034,3,3,3,4,4,4,2,4
109823,3,3,1,4,5,4,3,2
110581,4,3,5,1,4,5,1,4
63213,1,5,4,4,2,4,5,1
75192,1,1,3,4,1,1,1,5
61805,2,5,5,2,5,3,1,3
93515,4,4,3,5,2,2,2,2
84572,5,1,4,4,2,2,3,2
78106,3,1,3,3,2,2,5,5
89109,4,4,2,3,4,5,3,1
59452,5,5,2,5,1,4,3,1
71210,1,2,5,3,3,4,1,3
112597,4,3,4,2,2,3,3,4
97737,4,3,5,5,3,1,3,5
81012,4,2,3,5,1,4,3,5
68373,3,2,2,4,4,1,1,5
108446,1,1,2,5,2,4,4,2
73044,3,4,4,4,4,3,1,3
79327,4,3,4,3,1,2,2,5
91074,5,5,3,5,1,1,4,4
59878,4,5,1,1,1,3,2,5
109295,4,4,1,4,1,2,5,1
105721,3,5,2,4,4,4,4,2
58804,1,2,3,3,2,4,1,1
59997,3,2,3,2,5,4,5,4
76629,5,5,4,4,4,2,4,2
89972,2,2,1,3,2,5,5,2
86178,1,5,2,2,1,1,1,1
59690,4,3,3,2,1,1,5,1
108389,4,3,4,1,4,5,3,3
63836,5,4,5,3,5,1,4,2
96062,4,1,1,5,4,3,1,1
70969,4,2,5,5,4,1,2,2
99061,1,2,3,5,3,5,3,5
99780,1,4,1,4,2,5,3,3
113583,1,5,4,1,4,5,4,5
105502,5,1,2,2,4,1,4,4
84225,4,4,3,4,5,3,4,2
102931,4,3,2,1,5,1,4,1
95888,5,4,3,4,4,5,4,5
84518,3,1,4,1,2,5,1,1
70235,3,3,5,3,5,2,2,2
81324,4,2,2,5,4,1,2,4
81919,2,2,5,3,5,4,2,3
64310,2,1,1,5,3,2,2,2
65120,2,3,3,1,4,2,4,3
100248,1,3,1,1,5,3,1,3
59585,1,3,4,1,5,1,1,5
67190,3,3,1,2,4,3,4,1
92241,4,2,3,3,2,5,5,4
93447,2,3,4,4,3,4,5,1
101650,5,3,3,1,5,3,2,5
69466,2,3,1,5,3,2,2,1
102179,3,1,2,5,5,3,4,3
69651,5,1,4,4,5,4,5,3
89811,3,4,2,1,1,2,4,2
91273,1,3,2,3,5,3,3,3
78939,1,4,5,5,2,4,5,3
82790,3,4,2,5,1,5,1,4
65136,5,4,3,4,5,2,2,3
100507,5,1,3,1,1,2,5,1
114963,3,2,4,2,4,1,5,2
58625,5,3,3,4,1,3,2,4
104795,1,2,5,5,4,4,5,3
107305,1,4,4,1,5,2,3,3
104329,5,4,1,2,3,4,4,4
103744,3,5,1,5,5,4,4,4
66110,5,3,3,5,4,1,4,1
66907,3,4,4,2,3,2,2,3
63075,4,3,5,3,5,2,3,1
65617,5,2,3,4,2,2,1,2
69670,5,5,2,5,5,1,3,2
109705,4,5,5,1,4,1,5,5
87739,5,5,5,4,4,4,5,3
70840,1,1,5,4,1,3,3,5
86124,5,3,1,3,5,3,3,5
82317,5,2,3,3,5,1,5,4
110653,5,5,5,2,2,2,4,1
95006,2,3,1,2,5,5,1,5
68510,2,4,5,1,4,2,5,1
74693,5,3,3,1,4,5,3,2
78226,4,1,1,2,1,4,2,5
112194,1,2,4,3,5,5,4,3
104570,5,2,1,2,5,2,1,2
108025,5,1,5,5,5,3,2,3
78049,5,3,2,5,4,5,1,5
107866,1,3,2,4,5,5,3,2
71983,4,4,5,2,5,4,5,5
110282,2,1,1,3,2,2,4,2
74886,2,2,2,3,3,4,2,2
85947,4,3,3,4,5,3,1,1
66848,1,2,2,4,1,1,1,4
86179,3,1,2,3,4,4,3,1
62380,5,2,4,4,5,3,1,2
72338,3,2,4,3,4,3,3,4
107518,2,3,5,4,2,3,3,1
107301,4,3,5,2,2,2,2,2
92783,2,1,3,2,5,5,5,5
80653,2,5,3,5,1,4,5,2
76009,2,1,1,5,1,1,3,4
81161,3,5,1,2,4,5,3,3
64161,3,4,5,4,2,2,1,5
71270,5,2,5,2,3,4,3,5
66509,3,5,2,5,5,4,5,1
74511,5,1,4,1,3,5,1,4
105872,1,2,4,2,4,4,2,1
93139,3,1,3,3,4,3,4,3
67198,5,2,4,3,1,3,4,4
110901,3,5,1,3,2,4,2,1
86237,5,4,4,5,4,5,1,3
83185,1,1,3,2,5,2,3,2
90883,4,3,5,3,1,5,5,2
109027,1,1,2,5,2,5,1,1
62064,4,3,1,5,4,1,4,3
104819,1,4,3,5,5,4,2,5
