g1_n_id,att1,att2,att3,att4,att5,att6,att7,att8
97,1,4,2,1,2,3,2,5
98,1,1,4,2,5,5,1,1
99,3,5,4,1,4,5,4,5
100,2,1,4,4,4,2,2,5
101,4,1,2,5,4,5,3,3
102,2,4,1,4,3,4,4,2
103,2,4,3,4,3,1,2,3
104,3,1,1,5,1,3,4,3
105,5,1,5,2,1,5,5,1
106,1,4,1,5,2,2,5,2
107,3,2,4,4,4,1,5,4
108,3,1,1,3,2,4,3,5
109,4,2,1,5,2,3,3,1
110,2,5,2,5,2,5,3,4
111,1,4,4,2,5,5,5,5
112,1,1,1,4,2,3,2,5
113,1,1,4,1,2,1,3,5
114,2,5,2,1,5,5,2,1
115,1,1,1,4,5,4,4,1
116,5,2,3,2,3,1,1,4
117,5,4,5,4,2,2,3,3
118,3,2,5,4,4,2,3,3
119,4,3,5,2,2,5,5,3
120,1,3,1,5,5,1,4,3
121,1,2,1,4,5,2,5,4
122,3,1,4,2,2,1,5,1
123,4,4,4,5,4,3,5,2
124,5,5,5,3,4,4,5,4
125,5,2,4,5,2,3,5,2
126,3,2,3,1,1,3,1,4
127,3,2,4,5,5,5,5,3
128,5,2,2,3,5,4,4,1
129,4,4,4,5,5,5,3,5
130,5,2,2,1,1,1,3,1
131,3,3,4,4,4,3,2,2
132,2,3,3,4,4,3,3,2
133,5,1,4,2,1,3,3,2
134,4,5,1,3,2,4,4,5
135,4,1,1,2,4,5,2,3
136,5,3,2,4,3,1,2,1
137,1,4,4,1,2,5,1,5
138,4,3,2,4,4,2,1,2
139,5,2,1,3,1,1,2,4
140,4,3,1,3,4,5,5,3
141,2,3,2,4,5,2,1,3
142,4,2,3,2,1,3,2,5
143,2,1,5,1,2,1,1,3
144,3,3,1,4,3,1,1,1
145,4,4,3,1,2,3,2,4
146,5,3,3,4,2,5,2,4
147,3,5,3,3,1,2,1,5
148,2,1,1,5,3,2,3,1
149,4,5,5,1,1,3,1,4
150,3,2,1,5,2,2,1,2
151,2,4,5,3,4,4,2,1
152,5,5,3,5,2,2,4,1
153,2,5,5,2,1,5,5,5
154,5,2,3,5,4,3,1,1
155,1,3,1,2,5,1,4,2
156,5,2,1,1,3,4,2,5
157,2,3,4,1,5,1,5,4
158,3,1,4,3,4,1,5,5
159,4,3,3,1,5,1,4,2
160,4,3,2,2,5,5,3,4
161,5,5,1,1,3,3,4,1
162,5,2,1,3,3,1,4,5
163,4,3,2,3,4,4,2,3
164,2,5,3,5,2,5,2,4
165,3,1,4,1,3,5,2,3
166,1,2,4,1,4,3,4,3
167,5,5,4,5,2,1,5,4
168,5,2,4,5,4,1,1,1
169,2,3,1,1,2,4,1,2
170,3,5,1,5,5,2,1,5
171,1,5,2,2,1,1,1,4
172,5,3,1,2,1,4,2,2
173,3,4,5,1,3,1,2,1
174,5,3,4,1,3,1,5,4
175,3,2,2,2,1,5,4,5
176,2,5,2,1,3,3,2,2
177,4,4,1,3,4,2,4,5
178,5,2,3,4,5,1,2,5
179,2,1,4,1,2,2,4,2
180,3,2,2,2,4,1,3,2
181,4,4,5,3,2,1,4,5
182,3,1,5,4,4,5,3,2
183,2,2,5,5,4,4,5,3
184,4,4,2,5,1,3,4,2
185,4,5,5,4,3,2,4,2
186,3,3,1,1,2,4,4,5
187,2,3,1,1,4,2,3,3
188,4,3,5,4,3,5,4,3
189,1,5,2,2,2,3,2,4
190,3,1,3,1,4,3,2,1
191,5,5,4,1,3,1,2,4
192,4,3,4,4,4,3,1,3
193,1,5,2,1,1,4,5,1
194,4,2,3,1,2,4,2,1
195,1,2,2,5,4,3,4,5
196,1,1,4,5,2,1,4,3
197,3,3,4,4,1,5,2,1
198,4,3,2,1,2,2,4,4
199,3,4,2,1,1,1,5,3
200,2,3,1,3,3,1,5,1
201,2,5,1,4,5,5,2,2
202,1,4,2,1,3,2,2,3
203,5,3,3,2,5,1,1,2
204,2,2,3,4,1,3,3,5
205,4,3,2,1,5,5,1,5
207,3,1,5,5,1,1,3,3
208,4,4,2,1,3,2,3,3
209,5,3,1,2,4,4,4,2
210,4,1,1,1,2,5,4,1
211,1,1,3,4,2,3,5,3
212,5,3,3,2,3,2,4,2
213,1,1,3,5,2,5,4,3
214,1,3,2,5,5,2,4,5
215,2,2,2,1,1,5,4,2
216,1,5,5,1,3,4,3,4
217,2,3,4,2,1,2,2,4
218,2,5,5,3,5,3,4,2
219,3,5,1,5,2,4,4,4
220,1,1,4,5,2,1,3,2
221,5,3,5,3,5,5,5,2
222,4,5,3,5,1,2,1,5
223,5,2,3,4,1,3,1,5
224,1,3,2,2,5,2,2,5
225,3,5,2,3,1,4,2,2
226,1,1,1,4,5,2,2,1
227,1,4,1,1,1,4,3,2
228,5,3,1,3,5,1,5,5
229,5,1,1,3,4,4,5,4
230,5,4,3,2,3,3,4,4
231,3,2,5,1,5,2,1,3
232,2,1,3,4,1,4,4,1
233,1,1,4,4,1,1,5,2
235,2,1,3,2,5,4,4,3
236,2,2,5,1,2,2,3,3
237,3,4,2,2,3,3,3,1
238,2,1,1,1,2,2,4,2
239,2,4,4,5,4,1,4,1
240,3,3,5,1,3,5,2,2
241,3,3,3,1,1,4,2,1
242,1,3,5,2,4,3,2,5
243,3,4,5,4,5,2,3,2
244,5,4,5,3,4,3,5,1
245,4,5,5,1,3,2,4,4
246,4,2,4,5,3,1,3,3
247,4,3,1,4,1,3,5,2
248,1,1,1,4,3,1,4,2
250,4,4,5,4,1,2,5,3
251,2,4,1,4,1,3,4,3
252,4,3,3,5,4,5,5,3
253,3,3,2,1,1,3,4,3
254,5,1,2,4,4,2,5,3
255,3,3,5,2,1,3,2,2
256,5,5,1,1,1,1,3,5
257,2,2,5,2,2,3,2,1
258,2,2,4,4,1,3,5,2
259,1,2,5,1,5,5,3,5
262,1,1,1,4,2,2,2,5
263,3,3,4,2,5,2,5,4
264,1,1,5,1,5,2,5,5
265,5,3,3,4,2,2,1,5
267,3,2,3,4,2,1,1,4
268,5,1,1,5,1,3,4,2
269,5,4,1,2,2,4,5,1
270,1,4,2,2,3,3,4,2
271,4,4,2,5,1,4,4,5
272,2,3,2,2,3,5,5,1
273,2,3,5,5,3,4,5,2
275,4,3,3,1,3,1,1,5
276,2,2,2,3,4,1,1,2
277,4,2,1,2,2,2,4,3
278,2,2,4,1,5,3,5,3
279,3,2,3,3,5,3,2,3
280,3,2,4,5,3,4,3,5
281,4,1,4,2,3,2,3,1
282,1,2,5,3,2,5,1,3
283,2,3,5,3,2,5,3,5
284,5,5,4,1,5,2,2,1
285,1,2,1,4,5,2,5,5
286,5,2,5,5,5,2,2,1
288,5,5,3,1,1,1,1,5
289,1,3,3,5,1,4,2,3
290,1,2,2,2,1,2,3,1
291,2,3,5,1,5,1,5,1
294,4,5,4,4,5,5,4,2
296,3,5,2,5,3,3,1,3
297,1,5,5,1,4,1,4,1
298,2,4,3,4,2,2,5,3
299,5,4,3,5,4,2,1,4
300,1,2,3,1,3,5,3,3
301,2,4,3,2,1,5,4,2
302,2,5,4,2,4,4,2,1
303,1,5,3,3,3,5,2,5
304,3,3,2,5,5,3,2,3
306,2,3,2,1,1,4,2,3
308,1,5,2,2,4,2,3,1
310,2,5,4,5,2,4,4,4
311,4,3,3,2,3,1,2,3
312,5,2,3,5,2,1,5,3
313,1,1,5,2,2,4,4,2
314,1,3,4,4,2,3,3,4
317,4,4,3,1,4,1,3,3
318,5,5,5,2,2,3,3,2
320,5,3,4,5,1,4,5,2
321,4,2,2,5,2,1,1,5
324,1,3,5,5,2,2,2,3
325,5,3,5,4,3,4,2,5
326,5,3,2,5,1,2,3,1
327,5,2,3,2,3,4,3,2
328,5,5,2,1,2,2,2,2
329,3,4,5,5,4,2,5,3
330,2,2,2,3,2,2,4,2
331,5,2,2,1,2,3,5,4
332,4,1,4,4,1,5,2,1
333,2,4,4,1,5,3,1,1
334,4,2,4,5,3,2,2,1
335,5,5,5,5,3,3,1,2
336,5,1,5,2,3,2,2,4
337,2,3,2,5,4,4,3,4
339,3,1,5,2,1,1,1,3
340,3,3,4,4,5,1,5,5
341,5,1,3,1,1,1,2,3
342,4,1,4,3,3,2,5,5
343,4,3,2,3,1,3,5,3
344,5,1,2,3,2,5,1,3
345,2,4,5,1,5,5,4,5
346,5,3,2,3,2,5,1,3
347,3,3,1,3,4,5,2,1
349,1,4,2,5,4,4,5,2
350,1,5,2,5,3,5,5,3
354,4,2,3,4,4,4,2,5
355,1,1,1,2,1,4,5,2
356,3,2,4,4,4,4,2,1
357,3,2,3,3,2,1,2,2
358,5,5,5,2,1,4,5,3
360,5,4,4,4,5,1,2,4
365,3,4,2,5,4,3,5,5
366,1,1,3,3,5,5,3,2
367,5,2,5,3,1,3,2,4
368,2,1,5,5,4,2,3,2
369,1,1,5,5,4,5,2,4
370,4,2,3,1,3,5,2,5
371,2,3,1,3,2,2,2,5
372,5,2,3,3,4,5,5,1
373,3,2,1,1,1,4,5,4
374,4,5,3,3,2,5,1,5
375,1,1,1,5,1,2,2,1
376,3,4,1,3,4,3,4,2
378,5,1,1,1,5,2,2,3
380,5,5,5,2,5,5,5,5
381,1,1,3,3,4,4,3,1
382,5,2,2,4,1,3,3,2
383,1,4,2,1,3,5,3,3
384,5,1,4,5,5,2,1,1
386,5,2,4,4,2,5,1,1
387,5,2,1,3,2,4,1,4
388,2,1,2,1,1,5,3,1
389,2,4,4,1,2,3,2,4
391,3,2,4,5,5,5,1,5
392,3,1,1,2,2,2,1,3
393,5,2,5,1,3,2,4,3
394,4,1,3,4,1,5,4,4
395,5,1,4,2,1,2,3,4
396,2,3,2,4,4,5,5,4
397,5,2,5,5,4,2,4,3
398,5,2,5,1,3,5,1,4
399,5,5,5,1,2,5,4,4
400,5,2,2,1,5,1,1,4
401,2,4,3,1,4,5,1,1
402,2,1,1,4,5,4,3,5
403,5,5,1,4,4,3,5,1
405,1,5,4,4,4,3,5,3
406,5,2,4,4,2,1,5,3
407,2,4,2,5,3,5,4,2
408,3,1,5,2,3,1,1,2
409,5,1,4,1,4,2,1,5
410,5,3,3,4,3,4,3,3
412,2,3,1,5,4,2,2,3
417,4,1,3,1,4,4,2,3
418,2,5,5,2,2,4,2,1
419,5,3,4,5,2,5,3,2
420,5,2,1,2,2,3,3,3
421,3,5,1,3,1,3,3,4
422,1,4,5,3,5,2,5,1
424,2,5,3,4,5,2,1,1
426,2,3,1,3,5,5,2,3
428,5,3,2,3,4,1,4,4
429,1,4,2,5,4,4,4,5
430,3,4,5,1,1,5,1,3
432,5,5,1,1,1,2,4,2
434,5,4,1,2,4,2,5,2
435,5,1,2,3,1,1,4,1
440,5,4,1,1,3,5,3,3
446,1,3,1,2,1,4,1,4
448,4,3,1,1,3,2,2,3
449,5,1,4,5,5,4,4,2
455,2,5,4,4,4,2,2,4
457,2,3,4,3,5,4,2,3
460,1,5,4,5,5,4,3,4
462,5,1,2,4,3,1,5,5
463,5,4,1,2,4,3,2,3
465,2,3,5,4,5,5,2,4
466,3,1,4,5,1,1,3,5
469,1,1,2,3,4,4,5,4
470,3,3,5,1,3,3,4,3
471,5,5,3,1,3,4,1,3
473,3,1,2,3,1,2,3,1
475,3,1,2,5,3,2,5,2
477,5,1,3,1,4,3,5,3
479,5,4,5,5,5,1,1,5
480,4,5,2,2,3,2,1,3
486,2,1,1,3,2,4,4,3
488,2,2,1,2,4,2,5,4
490,1,5,5,4,1,5,2,2
492,1,3,1,4,5,5,4,2
493,4,2,2,3,1,2,1,5
498,4,1,1,4,4,4,5,3
499,4,3,4,5,2,2,3,5
500,4,5,3,5,2,3,2,3
501,4,5,5,2,5,1,4,5
502,1,5,4,2,4,3,1,4
505,1,1,1,2,2,1,1,1
507,1,3,3,5,1,4,5,5
508,5,4,2,2,3,4,4,2
509,4,3,1,4,2,5,2,2
510,5,4,3,5,1,4,1,4
511,5,5,5,5,4,3,3,3
512,5,5,3,3,2,4,3,3
513,5,1,2,4,3,3,2,4
516,1,1,2,2,1,1,4,3
519,4,2,2,1,2,2,1,4
521,4,4,4,2,1,3,2,4
523,3,1,3,2,4,3,2,5
525,2,4,1,3,4,5,1,2
527,5,5,1,2,3,1,2,4
528,3,2,3,3,3,1,1,5
529,1,3,5,4,4,2,3,1
530,3,4,1,1,3,4,4,4
531,5,3,3,1,2,3,5,4
532,2,2,2,4,4,3,3,4
533,2,3,2,2,4,2,1,5
534,2,2,1,5,3,4,2,1
535,5,1,4,3,3,3,1,5
536,2,4,5,1,5,1,3,3
274,4,4,2,4,5,1,3,5
537,4,4,3,4,1,4,4,5
538,1,4,3,4,3,1,1,5
539,5,2,1,1,2,2,2,3
540,1,3,1,1,2,3,3,4
541,4,2,1,1,1,1,2,3
543,4,5,2,5,2,1,4,5
544,2,3,4,1,1,5,2,1
545,5,2,3,2,1,5,2,5
546,2,5,1,2,3,1,1,4
547,3,5,2,1,4,1,2,2
548,4,5,5,1,3,3,3,3
549,5,5,1,1,4,5,2,4
550,5,2,1,4,5,3,2,5
551,3,3,3,3,4,5,2,3
44,2,1,4,3,3,3,2,5
552,2,1,2,2,2,4,5,5
553,1,4,2,5,4,2,4,5
554,3,3,4,5,3,2,4,4
555,2,2,2,4,3,5,5,3
556,4,5,4,3,4,2,2,2
557,3,2,4,4,3,2,5,1
558,2,5,2,1,3,2,5,4
559,3,2,5,5,2,5,5,5
560,3,2,4,2,3,1,5,5
561,3,2,4,3,3,4,3,1
562,1,5,5,2,4,1,5,3
563,1,1,4,5,4,5,3,2
564,2,4,4,3,2,2,3,2
565,1,5,1,1,5,4,3,3
566,2,3,4,4,3,5,2,5
567,3,5,1,3,2,1,5,1
568,5,3,4,2,3,1,3,1
569,5,1,5,1,2,2,2,3
570,3,4,3,2,2,5,2,5
571,4,4,3,2,3,5,5,1
572,3,3,5,5,3,2,5,2
573,2,3,1,1,5,4,4,1
574,4,5,2,3,5,3,2,3
575,1,3,2,5,4,2,4,5
577,2,2,3,5,3,1,2,2
579,1,1,5,4,4,3,4,3
580,4,4,5,5,5,2,5,3
581,3,3,5,5,2,1,4,3
582,2,4,1,5,2,4,4,5
583,1,5,1,2,3,3,4,5
584,3,1,3,4,3,2,2,4
585,4,2,1,1,3,5,5,2
586,3,3,3,2,2,4,1,2
587,4,2,1,3,3,1,2,5
588,5,2,4,5,5,5,2,1
589,2,2,2,5,3,3,1,3
590,2,2,3,5,1,5,3,1
592,4,2,4,3,4,2,3,2
594,3,3,2,5,3,2,1,5
595,4,5,1,4,5,5,3,3
596,5,5,1,4,4,4,2,3
597,1,2,3,1,4,1,4,3
598,4,1,4,5,2,2,3,1
599,5,1,1,2,1,3,4,4
600,3,4,4,4,5,4,1,4
601,1,2,5,5,2,4,4,1
602,4,1,3,4,1,4,3,4
604,1,4,1,3,1,4,5,4
605,1,1,3,2,2,1,2,4
606,1,2,5,3,1,2,2,5
607,1,2,1,1,4,4,1,3
608,5,2,5,4,1,4,4,4
609,1,2,5,1,5,5,5,1
610,2,1,2,3,1,1,3,1
611,2,1,4,4,1,5,1,1
612,2,4,4,5,2,1,4,3
613,2,4,4,3,3,2,1,2
614,4,3,5,2,5,1,5,4
615,4,4,4,3,3,1,2,2
617,2,5,3,1,5,1,1,4
618,5,5,4,4,5,2,5,2
619,3,2,4,4,4,2,2,1
363,2,2,5,4,2,3,2,2
542,3,3,1,4,5,4,1,1
620,2,2,1,1,5,2,1,2
622,2,4,2,4,3,2,1,3
624,4,1,1,2,2,3,1,1
625,4,4,2,2,4,4,4,1
626,4,5,2,2,2,3,4,2
627,4,5,2,3,2,4,2,2
628,4,3,2,5,2,1,3,4
630,2,3,5,3,3,2,5,1
631,3,2,5,3,1,4,4,4
632,5,4,1,1,3,1,3,2
633,5,5,1,4,1,5,1,5
636,4,1,2,1,4,4,3,5
637,4,2,3,2,4,3,2,2
638,1,1,3,2,5,5,2,5
639,5,1,4,2,1,2,5,5
641,5,3,3,3,1,3,5,3
642,4,2,2,5,5,4,5,3
643,5,4,1,1,2,3,3,1
644,3,3,4,3,1,5,1,4
645,5,5,2,4,1,4,4,3
646,4,2,1,4,2,4,4,5
647,2,1,4,4,1,2,5,3
649,4,5,1,3,4,2,5,1
651,3,4,5,4,5,2,2,4
652,1,2,1,1,3,4,1,5
653,4,3,2,1,3,2,4,5
654,2,2,1,4,4,4,4,4
655,4,5,4,1,1,3,1,2
656,4,5,2,5,1,1,1,5
658,3,4,4,3,5,5,4,2
660,1,1,2,5,3,1,5,5
661,4,4,4,1,3,3,5,3
662,4,3,5,3,1,5,4,3
663,2,5,1,1,1,3,3,3
664,3,3,3,1,4,3,4,1
668,3,5,1,1,5,2,5,4
670,3,4,2,4,2,4,4,4
671,3,3,1,4,1,5,3,3
672,4,4,2,1,4,4,5,4
673,5,3,3,2,2,2,4,4
675,1,4,2,1,3,3,1,5
676,1,2,3,3,2,4,5,5
677,3,1,2,5,5,1,2,3
678,1,3,5,4,4,3,3,3
679,5,2,2,5,3,3,3,5
680,5,3,1,4,3,1,2,2
681,2,5,4,5,5,2,3,3
682,2,2,3,2,3,1,5,2
683,4,2,4,2,1,3,2,5
684,2,5,5,4,2,4,4,5
686,4,3,5,5,5,3,2,3
687,5,1,2,1,3,5,4,3
688,2,1,3,2,2,2,2,1
689,5,4,2,2,4,5,3,1
690,2,3,1,5,5,5,4,3
691,1,5,4,5,3,5,5,4
692,3,5,5,5,4,1,5,3
694,4,3,4,1,3,2,4,1
695,4,4,1,2,3,4,2,5
697,5,2,3,4,1,2,1,4
699,2,4,3,4,4,3,5,2
700,5,5,2,3,2,5,3,2
701,5,3,5,4,4,4,3,4
702,4,2,1,3,2,5,4,5
703,4,1,4,1,1,4,5,3
705,3,1,3,4,5,1,5,2
707,4,1,1,4,1,5,4,1
708,3,4,2,4,1,4,4,5
709,1,3,4,5,2,2,2,3
710,2,5,4,3,5,5,1,3
712,2,2,3,5,5,5,5,2
713,3,1,5,5,2,1,2,2
714,1,5,4,5,5,3,1,4
716,3,4,3,5,5,3,2,3
717,5,4,2,2,1,1,2,4
718,2,4,5,1,3,5,4,2
719,4,4,4,2,3,1,4,4
720,4,1,3,4,4,4,4,1
721,5,2,3,4,5,4,1,1
722,4,3,3,4,5,3,4,2
724,3,3,4,3,5,1,1,5
725,1,5,3,3,2,4,4,4
726,1,5,2,3,2,1,5,5
727,4,2,4,2,1,1,1,4
730,4,5,2,2,3,1,1,1
731,5,1,2,3,3,5,5,4
733,4,3,2,1,2,5,5,4
734,5,5,2,1,4,4,1,3
735,1,1,5,1,1,4,4,3
736,5,3,4,4,5,4,5,5
737,1,5,2,5,1,1,5,1
738,1,1,2,1,4,1,2,3
741,5,1,2,4,3,2,2,1
742,2,4,1,1,5,2,1,2
743,4,5,4,4,5,1,2,2
744,5,2,1,4,4,1,2,2
745,3,3,2,3,4,4,2,4
746,3,3,1,4,5,3,1,2
747,4,5,5,1,2,5,2,4
748,3,5,4,4,3,4,5,1
749,1,1,3,4,1,1,1,5
752,2,5,5,2,3,3,1,3
753,4,4,3,5,2,4,2,2
754,5,1,1,2,2,4,3,2
755,3,1,3,3,2,2,5,5
756,2,4,2,3,4,5,3,2
757,5,5,4,5,1,4,3,1
758,1,2,5,3,3,4,1,3
759,4,4,4,2,2,3,3,4
760,4,3,5,5,3,1,3,5
761,4,2,3,5,1,4,3,5
762,2,2,1,4,4,4,4,5
763,1,5,2,5,2,4,4,2
766,3,4,3,4,4,3,1,3
767,4,3,4,3,2,2,2,5
768,4,5,3,5,1,1,4,4
770,4,5,1,1,1,3,2,5
771,4,4,1,4,4,2,5,1
772,3,5,2,4,4,4,4,2
773,1,2,3,3,2,4,1,1
774,3,1,3,2,5,4,5,4
775,5,5,4,4,4,2,4,2
776,2,2,1,3,2,5,5,2
777,1,5,2,2,1,1,1,1
779,2,3,4,2,5,1,5,2
780,1,4,4,1,4,5,3,3
781,5,4,5,3,5,1,4,2
783,4,1,1,5,4,3,1,1
784,4,4,5,5,4,1,2,2
785,1,2,3,5,3,5,3,5
786,1,4,1,4,2,5,3,3
787,1,5,4,1,4,5,4,5
788,5,2,2,2,4,1,4,3
789,5,4,3,4,5,3,4,2
790,4,3,4,1,5,1,4,1
791,5,4,3,4,4,5,4,5
792,3,1,4,1,2,5,1,1
794,3,3,5,2,4,2,2,2
795,4,2,2,5,4,1,2,4
796,2,2,2,1,3,4,2,3
798,2,1,4,5,3,2,4,2
800,2,3,3,1,4,2,4,3
801,1,3,1,1,5,3,1,4
803,1,3,4,1,5,1,1,1
804,3,4,1,3,4,3,4,1
805,4,2,3,3,5,5,5,4
806,2,3,4,4,3,4,5,1
807,5,3,3,1,5,4,2,5
811,2,3,1,5,3,2,2,1
815,3,2,2,5,5,3,4,3
816,5,1,4,4,5,4,5,3
817,3,4,2,1,1,2,4,2
819,1,3,2,3,5,3,3,5
820,1,4,5,5,2,3,5,3
821,3,4,2,5,1,5,1,4
823,5,4,5,2,5,2,2,3
832,5,1,3,1,1,2,5,1
833,3,2,4,4,4,1,5,2
834,5,3,3,4,1,3,2,4
835,1,2,5,5,4,4,5,3
836,5,1,4,1,1,2,3,3
837,5,4,1,2,3,4,4,1
838,3,5,1,5,5,4,4,4
839,5,3,3,5,4,1,4,1
840,3,4,2,2,3,2,2,3
841,4,3,5,3,5,2,3,1
842,5,2,4,4,2,2,1,2
843,5,4,2,5,5,1,3,2
844,4,5,5,1,4,1,5,5
845,5,5,5,4,4,4,2,3
846,1,1,5,2,1,3,3,5
847,5,3,1,2,5,3,3,5
848,3,2,3,3,5,1,5,4
849,5,5,2,2,2,2,4,1
818,2,3,1,2,5,5,1,3
851,2,4,5,1,4,2,4,3
853,5,3,3,1,4,5,3,2
854,2,1,1,2,1,4,2,5
855,1,2,4,3,5,5,4,3
857,5,3,1,2,5,2,1,1
858,5,1,5,5,5,3,2,3
859,5,3,4,5,4,5,1,5
860,1,3,2,4,5,5,3,2
861,4,4,5,2,2,3,2,5
862,2,1,1,3,3,3,4,2
863,2,1,2,3,3,4,2,2
864,4,3,3,4,5,3,1,1
865,1,2,2,4,1,1,1,5
866,3,1,2,3,4,4,2,1
867,5,2,2,4,5,3,1,2
868,3,2,4,3,4,3,3,4
869,2,3,5,4,2,3,3,3
870,5,3,5,2,2,4,4,2
871,2,1,3,2,5,5,5,5
872,5,5,3,5,1,4,5,1
873,2,1,1,5,1,5,3,1
874,3,5,1,2,4,5,3,3
64,3,4,5,5,2,2,1,5
667,5,2,5,2,2,4,3,5
732,3,5,2,5,5,4,5,1
876,5,1,4,1,3,5,1,4
877,3,2,4,2,4,4,2,1
878,3,1,3,3,4,3,4,3
879,5,2,4,3,1,3,4,4
880,3,5,1,3,2,4,2,1
881,5,4,4,5,4,5,1,3
882,1,1,3,2,5,2,3,2
883,4,3,5,3,1,5,5,2
884,1,1,2,5,2,5,1,1
885,4,3,1,5,3,3,4,3
887,1,4,3,5,5,4,2,5
888,4,5,1,3,4,5,2,1
889,1,4,5,4,4,4,4,2
890,2,2,3,5,4,1,2,3
891,2,4,4,3,1,2,5,4
892,2,1,2,2,4,3,3,3
893,1,1,2,3,5,3,5,5
894,2,3,3,5,1,3,5,1
895,2,5,4,3,2,3,4,4
896,1,3,1,2,1,1,1,1
897,2,2,2,2,3,3,1,1
898,2,2,4,5,3,4,3,3
899,4,4,2,3,2,1,5,1
900,4,2,5,1,4,2,1,1
901,3,4,5,3,2,2,3,1
902,2,4,3,3,2,3,3,4
903,5,3,4,3,4,3,1,4
904,2,5,3,2,2,1,5,3
905,1,4,4,1,5,4,5,5
906,4,3,1,4,5,1,1,4
907,4,2,3,1,2,1,5,1
908,3,4,4,3,4,2,2,5
909,2,4,2,5,2,2,5,1
910,4,5,3,4,1,5,4,1
911,1,2,3,4,2,4,4,1
912,5,1,2,5,3,1,3,3
913,3,5,5,5,4,3,4,5
914,3,1,1,2,5,1,3,5
915,2,3,3,5,2,2,4,2
916,4,4,2,4,3,4,1,3
917,1,1,3,3,5,4,2,4
918,2,2,3,1,1,2,5,1
919,5,2,5,2,5,3,1,5
920,4,2,3,1,2,5,4,2
921,1,5,5,1,4,1,1,4
922,5,5,3,5,5,3,4,2
923,5,3,1,5,2,5,2,2
924,5,2,2,1,4,5,1,2
925,1,1,4,1,3,2,1,5
926,2,1,4,2,2,1,5,3
927,4,4,5,2,3,5,5,1
928,2,5,2,5,4,2,5,5
