g2_n_id,att1,att2,att3,att4,att5,att6,att7,att8
84736,5,1,4,2,1,3,3,2
85384,4,5,1,3,2,4,4,5
92166,4,1,1,2,4,5,5,3
69747,4,3,2,1,3,1,2,1
108670,3,2,4,1,2,5,1,5
82987,1,3,2,4,2,2,1,2
102591,5,2,1,3,1,1,2,1
98591,4,3,5,1,4,5,1,3
107047,1,3,2,4,5,2,1,3
95181,4,2,3,2,1,3,2,2
72095,2,1,5,4,2,1,3,3
66603,3,1,1,4,3,1,1,1
87952,2,4,3,1,2,3,2,4
76071,5,3,3,4,2,4,2,4
115299,3,5,3,3,1,2,1,5
64425,2,1,1,5,3,2,3,1
83235,4,2,5,1,1,3,1,4
94896,3,2,1,5,2,2,1,2
111380,2,4,1,3,4,4,2,1
108236,5,2,3,5,3,2,4,1
85134,2,5,4,2,1,1,5,5
84353,5,2,3,5,5,3,1,1
112443,1,5,1,2,1,1,4,2
59233,3,2,1,3,3,4,4,5
89831,2,3,4,1,5,1,5,4
115369,3,2,4,3,4,3,5,5
87120,3,3,3,3,5,1,3,2
73452,4,3,2,2,5,5,3,4
90983,5,5,1,1,4,3,2,1
82239,3,5,3,4,3,1,4,5
90039,5,3,2,3,4,1,2,3
80910,2,5,3,5,2,5,2,4
100979,3,1,4,1,3,5,5,3
82124,1,2,4,1,5,3,4,3
104330,5,5,4,5,1,3,5,4
73378,4,2,4,5,4,1,5,1
75911,2,3,1,1,3,3,1,2
86725,4,5,1,5,5,3,2,5
74655,5,5,2,5,1,1,1,4
101623,5,3,1,4,1,4,2,2
63025,4,4,5,1,3,1,2,3
82202,1,3,4,1,3,1,5,4
67945,3,2,2,4,1,5,4,5
85837,5,5,2,1,3,3,2,2
92322,4,4,1,3,4,2,4,5
79998,5,5,3,2,2,1,2,5
58289,2,5,1,1,2,2,4,2
62837,3,3,2,2,4,1,3,2
91937,4,4,5,3,2,1,1,5
115186,3,1,5,4,4,5,3,2
81800,2,2,1,5,4,4,1,1
67364,4,4,2,5,1,3,4,2
97616,4,1,5,4,3,2,4,2
84792,3,3,1,1,3,4,4,5
63931,2,5,1,1,4,2,3,3
84628,4,3,5,4,3,4,4,3
113402,1,1,2,1,2,3,2,4
87103,4,1,3,4,3,3,1,2
85695,5,5,4,1,3,1,2,4
100924,1,3,4,2,4,3,2,3
91227,1,5,1,1,4,4,5,1
91715,4,2,3,1,2,4,2,1
102741,1,2,2,5,5,3,4,3
70815,3,1,4,5,5,3,4,3
110058,3,3,4,4,1,5,4,1
80564,4,3,2,4,2,2,4,4
76333,3,4,2,5,1,1,5,3
58230,2,3,1,3,2,1,2,2
73518,5,5,1,4,5,5,2,2
113893,5,4,2,1,3,3,2,3
106541,5,3,3,2,5,1,3,1
59164,2,2,4,1,4,3,3,5
79113,4,3,2,3,2,5,1,5
93521,3,1,5,5,1,4,3,3
88242,4,4,5,1,1,2,3,3
103905,2,4,4,5,5,4,4,2
105371,4,1,5,1,2,5,4,1
113938,1,1,3,4,2,3,2,3
85547,5,5,3,2,3,2,4,2
60935,1,1,3,5,2,5,3,3
75088,1,2,3,5,5,1,4,5
112395,2,2,2,1,4,3,4,2
105281,1,5,3,1,5,4,3,4
91965,5,5,4,2,1,4,2,4
60730,2,5,5,5,5,3,4,5
109012,3,3,1,5,2,4,4,4
112101,1,1,4,5,2,1,3,2
79098,5,2,5,4,5,5,5,2
87374,4,5,3,5,1,2,1,5
114514,2,2,2,4,1,3,4,3
97984,1,3,3,2,5,1,2,2
68158,3,5,1,1,1,4,2,2
80508,1,1,1,4,2,2,2,1
101428,2,4,1,1,2,4,3,2
89664,5,3,1,4,5,4,5,4
112191,4,1,1,3,4,4,5,4
60042,5,4,3,2,3,3,4,4
94983,3,2,5,3,5,2,1,1
63460,2,1,3,5,4,4,4,1
86863,1,3,4,4,5,1,5,2
93630,2,1,3,2,5,3,4,3
98727,2,2,1,1,2,2,3,3
98027,3,4,2,2,3,3,3,2
89794,2,1,1,1,2,2,4,2
108075,2,4,4,5,4,1,4,5
87856,3,5,4,4,3,4,2,2
80122,4,3,2,1,1,3,2,1
75130,4,3,5,2,4,3,2,5
106812,3,4,5,4,5,2,1,1
105562,1,4,5,4,3,3,5,1
83743,5,1,5,1,5,3,1,4
100811,4,2,4,5,5,4,3,1
73254,4,3,1,4,1,3,5,2
101894,4,1,1,4,3,1,4,3
77399,4,4,5,4,1,2,5,3
108156,2,4,3,4,1,3,5,3
101963,2,2,3,3,5,5,5,3
107156,3,3,2,5,1,3,4,3
77013,2,4,4,4,4,2,5,5
85493,3,3,5,2,3,3,2,2
64525,5,5,5,1,1,1,3,5
104138,2,4,5,2,4,3,5,1
102572,2,3,4,4,4,3,5,2
87592,1,2,5,1,5,5,3,5
62119,1,1,3,4,2,2,2,5
106656,3,4,4,2,5,2,5,5
87714,1,1,5,1,5,2,5,5
88128,5,3,4,4,2,2,1,4
103586,3,2,3,1,2,1,5,4
75043,5,1,1,5,2,3,3,1
59126,5,4,1,2,2,4,5,3
98490,1,4,2,2,3,3,4,2
92804,4,3,5,5,1,4,4,5
99978,2,3,2,2,3,5,5,1
77275,2,2,5,5,4,3,4,2
104323,4,3,4,1,3,1,1,5
96476,2,2,2,3,1,1,1,2
93359,3,3,3,2,2,2,4,3
103003,1,2,4,1,5,3,5,3
73913,3,2,3,3,5,3,2,3
95107,1,2,4,5,3,2,3,5
62057,2,1,4,4,3,2,3,1
102544,1,2,5,1,4,5,4,3
90347,2,3,5,3,2,5,3,5
103259,5,5,4,2,5,4,2,1
80233,1,5,5,1,5,2,5,5
70459,5,2,5,5,5,2,2,4
63371,5,5,3,1,1,1,1,5
64408,1,3,3,5,1,4,2,3
83778,1,2,2,2,1,2,3,5
74216,2,2,5,1,4,1,5,5
80110,4,5,4,4,5,5,4,2
58825,3,5,2,5,5,1,3,4
92071,1,5,5,1,4,1,4,1
61925,2,4,3,4,2,2,5,3
70167,5,4,3,5,4,2,1,4
94204,1,2,3,1,3,5,2,3
76164,2,2,3,2,1,5,1,2
64589,1,4,4,2,4,2,2,3
99358,5,5,3,3,3,5,2,5
112240,3,3,2,4,5,3,2,2
67626,2,3,2,1,1,4,2,3
74297,5,5,2,2,4,2,1,1
82275,2,5,4,1,2,4,5,4
81567,4,3,3,3,3,5,2,3
98810,5,2,3,5,2,1,3,4
89618,1,4,5,2,2,4,4,2
81936,1,3,4,4,2,2,3,4
105830,4,4,5,1,4,1,3,3
69090,3,5,5,2,2,3,3,3
109740,5,3,5,5,1,4,5,2
72817,4,1,2,5,2,1,1,5
63399,2,3,3,5,2,2,2,3
91523,5,3,2,4,3,4,2,3
86838,5,4,2,5,1,2,4,4
110630,5,2,3,2,3,4,3,2
60373,5,5,2,1,2,2,2,2
61924,3,4,3,5,4,3,4,3
84963,2,2,2,3,2,3,4,2
71120,5,2,2,5,2,3,5,4
96997,4,2,4,4,2,5,2,1
115471,2,4,4,2,5,3,1,1
87983,4,1,4,5,3,2,2,1
66278,5,4,5,5,3,3,1,2
92613,4,1,5,2,3,2,2,4
112393,2,2,2,5,4,4,3,4
63561,3,5,5,2,1,1,1,3
62255,3,3,4,4,5,5,2,4
104442,5,4,3,1,1,1,2,3
59409,4,1,4,3,3,2,5,5
105520,3,1,1,2,1,3,5,1
107348,5,1,2,3,2,5,1,3
81639,1,4,5,4,5,5,4,5
96820,5,3,2,3,2,3,5,3
88501,3,3,1,3,3,5,2,1
112345,1,4,2,5,4,4,5,2
87203,1,5,2,5,3,5,1,2
64296,5,2,3,3,3,4,2,5
72671,1,1,2,2,4,4,1,5
107695,3,2,2,4,4,4,2,4
107744,3,2,3,3,2,1,2,3
65011,5,5,5,2,1,4,3,3
96338,5,4,4,4,5,3,2,5
90392,3,4,2,5,2,3,4,5
70674,1,1,3,3,5,5,3,2
91835,2,2,3,3,1,3,2,4
63045,2,1,5,3,4,2,4,2
110139,1,1,4,5,4,5,2,4
89455,4,2,3,5,3,5,2,3
69830,2,3,1,3,2,2,2,5
79437,5,2,3,3,4,2,5,1
88188,3,3,1,1,1,4,5,4
110372,4,5,4,3,2,5,1,5
62044,1,1,4,5,1,2,2,1
65434,3,4,1,3,4,5,4,2
88404,4,1,4,1,2,4,2,3
67017,3,2,5,2,5,5,5,5
114659,1,1,3,3,5,4,3,3
77307,5,2,2,5,1,3,3,2
97803,1,4,2,1,3,5,4,3
75055,5,1,4,5,5,2,1,1
88409,5,2,4,4,2,5,1,1
96753,3,2,1,5,4,4,1,4
101744,3,1,4,1,1,5,3,1
85568,2,4,4,1,2,3,2,4
80597,3,2,4,5,1,5,1,4
94691,3,1,1,2,2,1,1,3
89019,5,2,5,1,3,2,4,3
85110,4,1,3,4,1,1,4,4
101055,5,2,1,2,1,2,3,4
67610,2,3,2,3,3,5,5,4
79797,5,2,5,5,5,4,4,3
91034,5,2,5,3,3,5,1,5
113192,5,5,5,1,2,5,4,4
83989,5,2,2,1,5,1,1,4
94303,2,2,4,1,2,3,1,1
105959,2,1,5,4,1,4,1,5
93219,5,5,3,4,4,3,5,1
88837,1,5,4,4,5,4,5,3
100002,5,2,4,4,2,1,5,3
108431,2,4,2,5,3,5,4,2
104549,3,1,5,4,1,1,1,2
93486,3,1,4,3,4,2,1,5
68263,5,3,3,4,3,4,5,3
61913,3,3,1,5,1,2,2,5
102346,4,1,3,1,4,4,2,3
79616,2,5,2,4,2,4,2,1
87088,5,2,4,5,2,5,3,2
93028,4,2,1,2,2,3,3,3
96425,3,5,1,3,1,4,3,4
70015,1,5,5,3,5,4,5,1
69617,2,5,3,4,3,2,4,1
106846,2,3,1,3,5,5,2,3
89873,5,3,2,4,5,1,4,3
79632,3,4,2,1,4,4,4,5
103120,3,4,5,1,1,5,1,3
85991,5,5,1,1,2,2,4,2
107604,5,4,1,2,4,4,1,4
85479,5,1,2,2,1,1,4,1
90968,5,1,4,5,3,5,3,3
105957,1,3,1,2,4,4,1,4
93374,4,4,1,1,4,2,2,3
83870,5,1,4,5,5,4,1,2
96434,2,5,2,4,4,2,2,4
68782,2,3,5,3,5,4,2,3
76101,1,5,4,5,5,1,3,4
109391,5,5,3,4,2,1,5,5
93977,5,3,4,2,4,3,2,3
80297,5,3,1,4,5,3,1,4
112976,3,5,4,5,1,1,4,5
96732,1,1,2,3,4,4,5,3
78579,3,3,5,3,3,3,4,1
110858,4,2,3,1,2,4,1,3
114584,3,1,3,3,1,2,3,1
64090,3,1,2,5,3,2,2,2
59488,5,1,3,1,4,1,1,3
64528,5,4,5,3,5,1,1,5
84374,3,5,2,1,3,2,1,4
66116,3,1,1,3,2,4,4,3
96404,2,2,1,2,4,2,5,2
90585,1,5,5,3,1,5,2,2
105851,5,3,1,3,5,5,4,1
102943,4,2,2,3,1,2,5,4
63488,4,1,1,4,4,4,5,3
108769,3,3,1,5,2,2,3,5
66090,4,1,3,5,5,3,2,3
64084,2,5,5,2,5,1,4,5
115566,1,2,4,4,4,4,1,4
110003,1,1,1,1,2,5,1,1
78077,1,3,3,5,1,4,5,5
87023,3,4,2,2,4,4,1,2
104051,4,3,2,4,2,5,2,2
90803,5,2,3,4,1,4,1,4
112928,5,5,5,2,4,3,5,3
76359,5,5,3,3,2,4,3,3
63384,5,1,2,4,1,3,2,4
67925,4,1,2,2,1,1,5,3
102121,4,2,2,1,2,2,1,4
99207,4,4,4,2,1,3,2,4
104847,3,1,1,2,4,3,2,1
61534,3,4,1,1,4,5,1,2
112791,5,5,5,5,2,4,1,4
84845,3,3,3,3,3,1,2,5
105777,1,3,5,4,4,2,2,1
104733,3,4,1,5,3,4,4,4
102194,5,3,5,1,2,1,5,1
65563,5,4,2,4,4,3,3,4
58542,3,4,3,4,4,4,4,5
64951,2,2,4,5,3,5,2,1
71800,5,1,4,3,5,2,1,5
67764,2,4,5,1,5,2,3,3
84632,4,4,5,3,5,1,3,5
80931,4,4,3,4,2,2,2,5
92517,2,4,3,4,3,1,1,5
109790,5,2,2,1,2,4,2,3
110880,1,4,1,2,2,3,3,4
86001,5,2,2,4,1,1,1,4
112280,4,5,2,5,2,3,4,1
113785,2,3,2,1,1,2,2,1
89644,3,2,3,2,1,5,2,5
75023,1,5,1,2,2,4,1,4
81199,3,5,4,1,4,1,2,2
84902,4,5,5,1,3,3,3,3
95044,5,5,1,1,4,5,5,4
93223,5,2,1,4,3,3,1,2
83127,3,3,3,3,4,5,2,3
82407,1,1,5,4,3,4,3,5
100500,2,1,2,2,2,4,5,3
59593,1,4,2,5,3,5,4,5
80091,3,3,4,1,3,1,4,4
90671,2,2,3,4,3,5,5,3
99532,4,5,4,4,4,2,1,4
71569,3,2,4,4,4,2,1,1
90359,2,3,2,1,3,2,5,4
60825,3,2,4,4,2,5,5,5
109675,4,2,4,2,3,1,4,5
95114,3,2,4,3,3,4,2,1
61580,1,5,5,2,1,1,5,3
114806,4,1,4,5,4,5,3,2
69920,3,4,4,3,2,4,5,2
95268,1,5,1,1,5,4,1,3
76146,2,3,4,2,3,3,2,5
83414,4,5,1,3,4,1,5,1
107900,5,1,4,2,3,1,3,4
100178,5,1,5,1,5,2,2,2
61453,3,4,3,2,2,5,2,5
109527,4,4,3,2,3,5,5,4
100408,3,3,5,4,3,2,5,1
80474,4,5,1,1,4,3,4,5
109702,4,4,2,3,2,3,2,3
65439,1,3,2,5,4,2,4,5
80663,2,2,3,5,3,1,2,2
75233,1,4,5,4,4,2,4,3
113929,4,3,5,2,5,2,5,1
77099,3,2,5,5,2,1,4,3
81322,2,4,1,4,2,4,4,5
89230,1,5,1,2,1,3,4,4
77255,3,1,3,4,3,5,2,4
84624,4,2,1,1,3,5,5,3
97258,3,3,3,2,2,4,1,4
59636,4,2,1,3,1,1,2,4
60912,5,2,1,5,5,5,2,1
87280,2,2,2,5,3,3,1,3
96092,2,2,3,5,1,5,3,1
67195,4,2,4,3,4,2,3,2
79411,3,3,2,5,3,1,1,5
87363,4,5,1,2,5,5,3,3
82534,3,5,1,4,2,4,2,3
74891,1,2,3,2,4,4,4,3
72785,4,1,4,5,2,2,5,1
107115,5,4,1,2,1,3,4,4
77067,1,4,4,5,5,4,1,3
65577,1,2,5,5,3,4,4,1
77528,4,2,3,4,1,4,3,4
69732,1,4,4,3,1,4,5,4
82003,1,1,3,2,4,5,2,4
71421,1,2,5,3,1,2,2,5
113714,3,3,3,1,4,3,1,3
95695,5,2,2,4,1,4,4,5
69906,1,2,5,1,1,5,3,1
111389,2,1,2,3,1,1,3,1
112182,2,1,4,4,1,5,1,1
104043,2,4,5,5,2,2,4,3
92654,2,4,4,3,3,2,4,2
90441,4,1,1,2,5,1,2,4
103532,4,4,4,3,4,1,2,2
92054,2,4,1,1,5,1,1,4
64113,5,5,4,4,2,2,2,2
109432,3,1,4,4,4,2,2,1
75085,2,2,3,4,2,3,3,2
62651,3,2,4,4,4,4,1,1
103016,2,2,1,1,3,2,1,2
59856,2,4,2,4,3,2,1,4
102175,4,1,1,2,2,3,4,1
82208,2,4,2,2,4,4,4,1
92117,2,5,2,2,4,3,4,2
113715,4,5,2,3,2,4,2,2
95050,3,3,5,5,2,1,4,4
87425,5,3,5,3,3,2,5,1
80883,5,4,5,3,1,4,4,4
83690,5,4,1,1,3,1,3,2
75700,5,1,1,4,1,5,1,1
99830,4,1,2,1,4,4,3,5
66411,4,2,3,3,4,3,1,2
111246,1,1,3,2,5,5,2,5
73414,5,1,4,2,1,2,5,3
95896,5,3,4,3,1,3,5,1
100223,4,2,2,2,5,4,5,3
75465,5,4,1,1,2,3,3,4
68839,3,3,4,3,1,5,1,4
114811,5,4,2,4,1,4,4,1
73133,4,4,3,4,3,4,4,5
66033,1,5,4,4,1,2,5,3
66121,4,3,1,3,4,2,5,1
107836,3,2,5,4,1,2,2,4
63531,4,5,1,1,3,4,1,5
89055,4,4,2,1,3,2,4,5
96252,2,2,2,4,4,4,4,4
77691,4,5,1,3,1,3,1,2
75118,4,1,2,5,1,1,1,2
102697,3,4,4,3,5,5,4,3
81892,1,1,2,5,3,1,1,5
64902,4,3,4,3,2,3,5,3
58184,4,2,5,3,5,5,4,4
66425,2,5,1,1,1,3,5,3
95413,3,3,3,1,4,3,4,1
111799,3,5,1,1,5,2,5,1
84980,3,4,2,4,3,4,4,4
63898,4,3,1,4,1,5,3,3
62390,4,4,2,1,4,4,5,4
103993,5,3,3,3,2,2,4,4
65717,3,4,2,1,3,3,1,5
110998,4,2,3,3,2,4,5,5
111724,3,3,5,5,4,1,2,3
111889,1,3,5,4,4,3,3,4
77069,5,2,3,5,3,3,3,2
71000,5,3,1,4,3,1,1,2
103291,2,5,4,5,5,2,3,3
84361,2,2,3,2,5,1,5,2
95754,1,2,4,2,5,3,5,5
58199,2,5,5,4,2,1,4,2
109499,4,3,5,2,5,3,2,3
79745,5,1,2,1,3,5,1,3
59421,2,1,3,2,2,2,2,4
91579,1,4,2,2,4,5,4,3
79617,2,3,1,5,5,5,5,3
82639,1,5,4,5,5,5,5,4
86990,3,5,1,2,4,2,5,3
114680,4,3,4,1,2,2,4,1
90310,3,4,1,4,3,4,2,5
100639,5,2,3,4,1,2,2,2
88051,3,5,3,4,4,3,5,2
82786,5,2,2,3,2,5,3,5
114876,5,5,2,4,4,4,3,4
92034,4,4,1,3,1,5,4,5
78515,4,1,4,1,1,4,5,3
63292,4,1,3,4,5,1,1,2
87816,2,1,1,4,1,5,4,1
66633,3,4,2,4,3,4,4,5
95161,5,3,4,5,2,2,2,3
109653,3,5,4,5,5,5,1,3
112250,2,2,3,5,5,5,1,1
90775,3,1,5,4,2,1,2,2
88341,1,4,4,1,2,3,3,4
63352,3,3,3,5,5,3,3,3
93106,3,4,2,2,1,1,2,4
73221,5,4,4,1,3,5,4,4
79067,4,4,4,2,3,1,4,4
97679,4,1,3,4,4,4,5,2
62712,5,5,3,4,5,4,1,1
93723,4,3,3,4,5,3,5,2
104838,3,3,3,3,2,1,1,5
79845,1,5,2,3,2,4,4,4
59181,1,5,2,3,2,1,5,5
70983,3,2,4,2,1,1,2,4
72969,4,5,2,2,5,1,1,1
71752,5,1,2,2,3,5,1,4
78215,4,3,2,1,2,5,5,4
67851,5,5,2,1,4,4,1,4
60692,1,4,5,1,3,4,4,3
80782,5,3,2,4,5,4,5,5
113034,4,5,2,5,4,1,5,1
92430,1,1,2,3,4,5,2,5
91779,5,1,2,4,3,2,2,1
67864,2,4,5,1,5,2,1,3
107824,3,5,4,2,5,1,2,5
69383,4,2,1,4,4,1,2,2
98034,3,3,2,3,4,4,5,4
109823,3,3,4,4,5,3,1,2
110581,4,5,5,1,2,5,2,4
63213,5,5,4,4,3,3,5,1
75192,1,3,3,3,1,1,3,5
61805,2,4,4,2,2,3,1,3
93515,4,3,3,5,5,4,4,2
84572,5,1,1,2,2,4,3,2
78106,1,1,3,3,2,2,5,5
89109,2,4,2,3,4,5,3,2
59452,5,5,4,5,1,4,3,5
71210,5,2,5,3,3,4,3,3
112597,4,4,4,2,2,3,1,1
97737,4,3,5,3,3,1,1,5
81012,2,5,3,1,1,4,5,5
68373,2,4,5,4,3,4,4,5
108446,1,5,2,5,2,3,4,4
73044,1,4,3,4,3,3,1,4
79327,4,5,4,3,2,2,2,5
91074,5,5,2,5,1,2,4,5
59878,4,1,4,1,1,3,2,5
109295,4,4,1,4,4,2,5,1
105721,3,4,2,4,4,4,4,2
58804,1,2,5,5,2,4,4,1
59997,3,1,1,2,5,4,5,1
76629,5,5,5,4,4,2,4,2
89972,2,2,1,3,2,5,3,2
86178,1,1,2,2,1,1,1,1
59690,2,3,4,2,5,3,5,2
108389,1,4,4,1,4,5,3,3
63836,5,4,1,5,5,1,4,1
96062,4,1,4,5,4,3,1,1
70969,4,4,5,5,4,4,1,2
99061,1,2,4,5,3,4,4,5
99780,4,4,1,4,3,5,3,3
113583,1,5,4,1,4,5,4,2
105502,5,2,2,3,3,1,4,3
84225,5,4,5,4,5,3,4,2
102931,4,3,4,1,5,1,4,1
95888,5,2,3,4,4,5,4,5
84518,5,1,4,1,2,5,1,3
70235,3,3,5,2,4,2,2,2
81324,4,2,2,5,5,1,2,4
81919,2,2,2,3,3,4,5,1
64310,2,1,4,5,3,2,3,3
65120,2,3,3,3,4,2,2,3
100248,1,3,4,1,5,3,1,4
59585,4,3,4,1,5,1,1,1
67190,3,4,1,2,4,3,4,1
92241,4,2,3,3,5,5,5,4
93447,2,3,4,4,3,4,5,1
101650,5,1,3,1,5,4,2,5
69466,2,3,1,5,3,2,2,1
102179,3,2,2,4,5,3,4,5
69651,5,4,4,4,5,3,5,3
89811,3,4,2,1,4,2,4,2
91273,1,3,2,4,5,3,3,5
78939,2,4,1,5,1,3,5,3
82790,3,4,1,5,1,2,2,4
65136,5,4,5,2,5,4,2,3
100507,4,1,3,1,1,4,5,1
114963,2,2,4,4,4,3,5,5
58625,5,3,3,4,1,3,2,4
104795,1,2,2,5,1,4,5,3
107305,1,3,4,1,1,2,3,3
104329,5,4,5,2,2,1,4,1
103744,3,5,1,5,5,4,4,4
66110,5,3,3,2,5,1,4,5
66907,3,4,3,2,3,2,2,5
63075,4,3,5,3,5,2,1,1
65617,5,2,4,5,2,1,1,2
69670,5,4,2,4,4,1,3,2
109705,4,5,5,1,4,1,5,5
87739,5,2,5,2,4,4,2,3
70840,1,5,5,4,5,3,3,5
86124,5,3,1,2,5,2,3,5
82317,3,4,3,1,5,1,5,2
110653,2,5,2,4,2,2,4,1
95006,2,3,3,5,5,5,1,3
68510,2,4,5,1,4,2,4,2
74693,5,3,3,1,4,5,3,2
78226,2,2,1,2,1,4,2,4
112194,5,2,4,3,5,3,4,3
104570,2,3,1,2,5,2,4,1
108025,5,1,1,5,5,3,2,3
78049,4,3,4,2,1,5,1,5
107866,1,1,2,4,5,5,3,2
71983,4,4,5,2,1,3,2,2
110282,3,1,1,3,3,3,4,1
74886,2,2,2,3,3,2,2,2
85947,4,3,3,4,5,3,1,1
66848,5,2,2,4,1,1,1,5
86179,3,1,2,3,4,4,2,1
62380,5,2,2,4,5,3,3,2
72338,3,2,4,3,1,5,4,3
107518,2,3,5,4,3,3,3,3
107301,5,4,2,2,3,4,4,5
92783,2,1,3,2,5,3,2,5
80653,5,5,3,5,1,4,4,1
76009,2,3,1,5,1,5,3,1
81161,3,3,1,2,4,2,3,3
64161,2,4,5,5,2,2,4,1
71270,2,2,5,2,2,4,3,2
66509,3,5,3,3,2,4,5,1
74511,5,1,4,1,3,5,1,4
105872,1,2,4,2,4,4,2,1
93139,3,1,5,5,4,3,4,3
67198,5,2,4,4,1,3,4,4
110901,3,5,1,4,2,2,2,1
86237,5,4,4,5,5,5,1,3
83185,1,1,3,2,5,2,3,2
90883,4,3,5,3,1,5,5,2
109027,1,1,2,5,3,1,1,3
62064,4,3,3,2,5,3,4,3
104819,1,4,3,4,2,1,2,5
